SemSort	ID	Section	PINT Cardinality	Aligned	Aligned Cardinality	Level	BT	BT_ja	DT	Desc	Desc_ja	Explanation	Explanation\ja	Example Value (値の例)	Synt Sort	element	UBLdatatype	UBL syntax binding XPath	selectors	Code list	UBL Occurrence	CardinalityAlignment
3350	ibt-186	Aligned	0..1	Aligned	0..0	3	TAX exemption reason code	非課税理由コード	Text	A coded statement of the reason for why the line amount is exempted from TAX.	非課税または課税されない理由をテキストで表現。		日本では使用しない。		4380	cbc:TaxExemptionReason	udt:TextType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:TaxExemptionReason			0..n	prohibit
															4390	cac:TaxScheme	cac:TaxSchemeType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cac:TaxScheme			1..1	
3370	ibt-167	Aligned	0..1		0..1	3	Tax Scheme	税スキーマ	Code	A code indicating the type of tax	税の種類を示すコード。	"""VAT"" is used for Japan Consumption Tax."	日本の消費税については、VAT を使用する。		4400	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cac:TaxScheme/cbc:ID			0..1	
3490	ibg-32	Shared	0..n		0..n	3	ITEM ATTRIBUTES	品目属性		A group of business terms providing information about properties of the goods and services invoiced.	品目およびサービスのプロパティに関する情報を提供するビジネス用語のグループ。				4410	cac:AdditionalItemProperty	cac:ItemPropertyType	/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty			0..n	
3500	ibt-160	Shared	1..1		1..1	4	Item attribute name	品目属性名	Text	The name of the attribute or property of the item.	品目の属性またはプロパティの名称。	"(Example) Size	 Color	 Counting way in Japanese"	(例) サイズ、色、数え方(日本語)	数量単位	4420	cbc:Name	udt:NameType	/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Name			1..1	
3510	ibt-161	Shared	1..1		1..1	4	Item attribute value	品目属性値	Text	The value of the attribute or property of the item.	品目の属性またはプロパティの値。	"(Example) SML	 Red Blue Green	 MAI"	(例) SML、赤青緑、枚	枚	4430	cbc:Value	udt:TextType	/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Value			0..1	CAR-2
3250	ibg-29	Shared	1..1		1..1	2	PRICE DETAILS	取引価格詳細		A group of business terms providing information about the price applied for the goods and services invoiced on the Invoice line.	請求書明細行で請求する財又はサービスに適用される価格に係る情報を提供するビジネス用語のグループ。				4440	cac:Price	cac:PriceType	/Invoice/cac:InvoiceLine/cac:Price			0..1	CAR-2
3260	ibt-146	Shared	1..1		1..1	3	Item net price	品目単価(値引後)(税抜き)	Unit Price Amount	"The price of an item	 exclusive of TAX	 after subtracting item price discount."	値引金額を差し引いた後の、消費税を除く品目単価。		jbt-146 = jbt-148 品目単価(値引/割引前)(税抜き) - jbt-147 品目単価値引/割引(税抜き)欧州規格は税抜き。ビジネスルールをXML Schematronで検証するときの記述を明瞭にするため税抜きと税込みを別項目として定義する。	800	4450	cbc:PriceAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:Price/cbc:PriceAmount			1..1	
															4460	@currencyID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:Price/cbc:PriceAmount/@currencyID			1..1	
3290	ibt-149	Shared	0..1		0..1	3	Item price base quantity	品目単価基準数量	Quantity	The number of item units to which the price applies.	単価が適用される品目の数量単位での基準数。		【例1】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、数量単位コードがDZNであれば、jbt-149 品目単価基準数量は、1　\n【例2】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、数量単位コードがEAであれば、jbt-149品目単価基準数量は、12　	1000	4470	cbc:BaseQuantity	udt:QuantityType	/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity			0..1	
3300	ibt-150	Shared	0..1		0..1	3	Item price base quantity unit of measure code	品目単価基準数量の数量単位コード	Code	The unit of measure that applies to the Item price base quantity.	品目単価基準数量に適用される数量単位。	"Valid unit codes shall be from UN/ECE Recommendation 20	 Revision 11 (2015). Unless codes for unit of measure are not in common daily use	 implementers should as necessary provide a function for clarification of codes when invoices are visualised.　Codes for unit of packaging from UNECE Recommendation No. 21 can be used in accordance with the descriptions in the ""Intro"" section of UN/ECE Recommendation 20	 Revision 11 (2015):\nThe 2 character alphanumeric code values in UNECE Recommendation 21 shall be used. To avoid duplication with existing code values in UNECE Recommendation No. 20	 each code value from UNECE Recommendation 21 shall be prefixed with an “X”	 resulting in a 3 alphanumeric code when used as a unit of measure.　（Source：https://docs.peppol.eu/poacc/billing/3.0/bis/#uom）"	有効な数量単位コードは、UN/ECE勧告20、改訂11（2015）のものでなければならない。 数量単位コードが日常的に使用されていないときには必要に応じて、インボイスを視覚化するときに数量コードを明確にする機能を提供する必要がある。UNECE勧告No.21の包装単位のコードは、UN / ECE勧告20、改訂11（2015）の「はじめに」セクションの説明に従って使用できる。UNECE勧告21の2文字の英数字コード値を使用するものとする。 UNECE勧告No.20の既存のコード値との重複を避けるために、UNECE勧告21の各コード値には、接頭辞「X」を付ける必要がある。これにより、数量単位は3文字の英数字コードになる。	XST	4480	@unitCode	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity/@unitCode		UNECERec2	0..1	
															4490	cac:AllowanceCharge	cac:AllowanceChargeType	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]			0..n	
															4500	cbc:ChargeIndicator	udt:IndicatorType	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator			1..1	
3270	ibt-147	Shared	0..1		0..1	3	Item price discount	品目単価値引(税抜き)	Unit Price Amount	The total discount subtracted from the Item gross price to calculate the Item net price.	品目単価(値引後)(税抜き)を計算するために、品目単価(値引前)(税抜き)から差し引かれる値引。				4510	cbc:Amount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount			1..1	CAR-2
															4520	@currencyID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount/@currencyID			1..1	
3280	ibt-148	Shared	0..1		0..1	3	Item gross price	品目単価(値引前)(税抜き)	Unit Price Amount	"The unit price	 exclusive of TAX	 before subtracting Item price discount."	値引(税抜き)を差し引く前の、品目単価(税抜き)。				4530	cbc:BaseAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount			0..1	
															4540	@currencyID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount/@currencyID			1..1	
1270	ibg-02	Shared	1..1		1..1	1	PROCESS CONTROL	プロセスコントロール		A group of business terms providing information on the business process and rules applicable to the Invoice document.	請求書に適用するビジネスプロセス及びルールについての情報を提供するビジネス用語のグループ。				4550							
