SemSort,ID,Section,PINTCard,Aligned,AlignedCard,Level,BT,BT_ja,DT,Desc,Desc_ja,Explanation,Explanation2,Example,SyntSort,element,UBLdatatype,XPath,selectors,Code list,SyntaxCard,UBLOccurrence,CAR,AlignedRule,SharedRule,CodelistRule,PooledRule
1570,ibg-07,Shared,1..1,,1..1,1,BUYER,買い手,,A group of business terms providing information about the Buyer.,買い手,買い手に係る情報を提供するビジネス用語のグループ。,,,1800,cac:AccountingCustomerParty,cac:CustomerPartyType,/ubl:Invoice/cac:AccountingCustomerParty,,,1..1,1..1,,,,,
1580,ibt-044,Shared,1..1,,1..1,2,Buyer name,買い手名称,Text,The full name of the Buyer.,買い手名称,買い手の名称。,,株式会社△山物産,2020,cbc:RegistrationName,udt:NameType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName,,,1..1,0..1,CAR-2 CAR-3,,"[ibr-7]-An Invoice MUST contain the Buyer name (ibt-44).
[ibr-12]-Buyer name (ibt-44) MUST occur maximum once.",,
1590,ibt-045,Shared,0..1,,0..1,2,Buyer trading name,買い手商号,Text,"A name by which the Buyer is known, other than Buyer name (also known as Business name).",買い手商号,買い手名称以外で、知られているビジネス上の名称。,,,1860,cbc:Name,udt:NameType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName/cbc:Name,,,1..1,1..1,CAR-3,,[ibr-112]-Buyer trader name (ibt-45) MUST occur maximum once.,,
1600,ibt-046,Shared,0..1,,0..1,2,Buyer identifier,買い手ID,Identifier,An identifier of the Buyer.,買い手ID,買い手を表すID。,,789KH512,1840,cbc:ID,udt:IdentifierType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID,,,1..1,1..1,CAR-3,,,,
1610,ibt-046-1,Shared,0..1,,0..1,3,Scheme identifier,スキーマID,Code,"If used, the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",,,,,1845,@schemeID,xsd:normalizedString,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID/@schemeID,,,0..1,0..1,,,,,
1620,ibt-047,Shared,0..1,,0..1,2,Buyer legal registration identifier,買い手法人ID,Identifier,An identifier issued by an official registrar that identifies the Buyer as a legal entity or person.,買い手法人ID,買い手を表す法人ID。,,654321:321:147:1,2030,cbc:CompanyID,udt:IdentifierType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID,,,0..1,0..1,,,[ibr-13]-Buyer legal registration identifier (ibt-47) MUST occur maximum once.,[ibr-cl-11]-Any registration identifier identification scheme MUST be coded using one of the ISO 6523 ICD list.,
1630,ibt-047-1,Shared,0..1,,0..1,3,Scheme identifier,スキーマID,Code,"If used, the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",,,,,2035,@schemeID,xsd:normalizedString,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID/@schemeID,,,0..1,0..1,,,,,
1640,ibt-048,Aligned,0..1,,0..1,2,Buyer TAX identifier,買い手税ID,Identifier,The Buyer's TAX identifier (also known as Buyer TAX identification number).,買い手税ID,買い手の税ID番号。日本の場合は、適格請求書発行事業者登録番号。,T+法人番号（国税庁）。,,1980,cbc:CompanyID,udt:IdentifierType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID,,,1..1,0..1,,,[ibr-14]-Buyer tax identifier (ibt-48) MUST occur maximum once.,,
1650,ibt-049,Shared,1..1,,1..1,2,Buyer electronic address,買い手電子アドレス,Identifier,Identifies the Buyer's electronic address to which the invoice is delivered.,買い手電子アドレス,請求書の送信先となる買い手の電子アドレスを識別する。,,7700110005900 ,1820,cbc:EndpointID,udt:IdentifierType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cbc:EndpointID,,,1..1,0..1,CAR-2,,"[ibr-8]-The Buyer electronic address (ibt-49) MUST be provided.
[ibr-81]-The Seller electronic address (ibt-49) MUST be provided.",[ibr-cl-25]-Endpoint identifier scheme identifier MUST belong to the CEF EAS code list,
1660,ibt-049-1,Shared,1..1,,1..1,3,Scheme identifier,スキーマID,Code,The scheme identifier shall be chosen from a list to be maintained by the Connecting Europe Facility.,,,,,1825,@schemeID,xsd:normalizedString,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cbc:EndpointID/@schemeID,,,1..1,0..1,,,,,
1670,ibg-08,Shared,1..1,,1..1,2,BUYER POSTAL ADDRESS,買い手住所,,A group of business terms providing information about the postal address for the Buyer.,買い手住所,買い手の住所に関する情報を提供するビジネス用語のグループ。,,,1870,cac:PostalAddress,cac:AddressType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress,,,1..1,0..1,CAR-2,,"[ibr-1]-An Invoice MUST contain the Buyer postal address (ibg-8).
[ibr-11]-The Buyer postal address (ibg-8) MUST contain a Buyer country code (ibt-55).",,
1680,ibt-050,Shared,0..1,,0..1,3,Buyer address line 1,買い手住所欄1,Text,The main address line in an address.,買い手住所欄1,買い手の住所の主な記載欄。,,北区,1880,cbc:StreetName,udt:NameType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:StreetName,,,0..1,0..1,,,,,
1690,ibt-051,Shared,0..1,,0..1,3,Buyer address line 2,買い手住所欄2,Text,An additional address line in an address that can be used to give further details supplementing the main line.,買い手住所欄2,買い手の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。,,北十二条西76-X,1890,cbc:AdditionalStreetName,udt:NameType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName,,,0..1,0..1,,,,,
1700,ibt-163,Shared,0..1,,0..1,3,Buyer address line 3,買い手住所欄3,Text,An additional address line in an address that can be used to give further details supplementing the main line.,買い手住所欄3,買い手の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。,,,1940,cbc:Line,udt:TextType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine/cbc:Line,,,1..1,1..1,CAR-3,,[ibr-sr-54]-The Buyer Postal Address Line (ibt-163) MUST occur maximum once.,,
1710,ibt-052,Shared,0..1,,0..1,3,Buyer city,買い手住所 市区町村,Text,"The common name of the city, town or village, where the Buyer's address is located.",買い手住所 市区町村,買い手が所在する市、町、村の通称。,,札幌市,1900,cbc:CityName,udt:NameType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CityName,,,0..1,0..1,,,,,
1720,ibt-053,Shared,0..1,,0..1,3,Buyer post code,買い手郵便番号,Text,The identifier for an addressable group of properties according to the relevant postal service.,買い手郵便番号,買い手の住所の郵便番号。,,001-0012,1910,cbc:PostalZone,udt:TextType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:PostalZone,,,0..1,0..1,,,,,
1730,ibt-054,Shared,0..1,,0..1,3,Buyer country subdivision,買い手住所 都道府県,Text,"The subdivision of a country. Such as a region, a county, a state, a province etc..",買い手住所 都道府県,買い手の住所の地方区分。,日本の場合は、都道府県。,北海道,1920,cbc:CountrySubentity,udt:TextType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity,,,0..1,0..1,,,,,
1740,ibt-055,Shared,1..1,,1..1,3,Buyer country code,買い手国コード,Code,A code that identifies the country.,買い手国コード,買い手の住所の国コード。,ISO 3166で規定されたアルファベット2文字のコード。,JP,1960,cbc:IdentificationCode,udt:CodeType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country/cbc:IdentificationCode,,ISO3166,1..1,0..1,CAR-2,,[ibr-11]-The Buyer postal address (ibg-8) MUST contain a Buyer country code (ibt-55).,[ibr-cl-14]-Country codes in an invoice MUST be coded using ISO code list 3166-1,
1750,ibg-09,Shared,0..1,,0..1,2,BUYER CONTACT,買い手連絡先,,A group of business terms providing contact information relevant for the Buyer.,買い手連絡先,買い手の連絡先に係る情報を提供するビジネス用語のグループ。,,,2040,cac:Contact,cac:ContactType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact,,,0..1,0..1,,,,,
1760,ibt-056,Shared,0..1,,0..1,3,Buyer contact point,買い手連絡先,Text,A contact point for a legal entity or person.,買い手連絡先,買い手の法人や個人の連絡先。,個人情報保護の観点からは、個人名の使用を避け部署名を使用することが望ましい。,株式会社 △山物産 札幌支社,2050,cbc:Name,udt:NameType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:Name,,,0..1,0..1,,,,,
1770,ibt-057,Shared,0..1,,0..1,3,Buyer contact telephone number,買い手連絡先電話番号,Text,A phone number for the contact point.,買い手連絡先電話番号,買い手の連絡先電話番号。,,,2060,cbc:Telephone,udt:TextType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:Telephone,,,0..1,0..1,,,,,
1780,ibt-058,Shared,0..1,,0..1,3,Buyer contact email address,買い手連絡先電子メールアドレス,Text,An e-mail address for the contact point.,買い手連絡先電子メールアドレス,買い手の連絡先電子メールアドレス。,,purchaser@△yamabussan.co.jp,2070,cbc:ElectronicMail,udt:TextType,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:ElectronicMail,,,0..1,0..1,,,,,
1790,ibg-10,Shared,0..1,,0..1,1,Payee,支払先,,"A group of business terms providing information about the Payee, i.e. the role that receives the payment.",支払先,支払先に係る情報を提供するビジネス用語のグループ。,,,2080,cac:PayeeParty,cac:PartyType,/ubl:Invoice/cac:PayeeParty,,,0..1,0..1,,,"[ibr-17]-The Payee name (ibt-59) MUST be provided in the Invoice, if the Payee (ibg-1) is different from the Seller (ibg-4).
[ibr-15]-The Payee identifier (ibt-6) MUST be provided in the Invoice, if the Payee (ibg-1) is different from the Seller (ibg-4).
[ibr-16]-The Payee legal identifier (ibt-61) MUST be provided in the Invoice, if the Payee (ibg-1) is different from the Seller (ibg-4).",,
1800,ibt-059,Shared,1..1,,1..1,2,Payee name,支払先名称,Text,The name of the Payee.,支払先名称,支払先の名称。,,,2120,cbc:Name,udt:NameType,/ubl:Invoice/cac:PayeeParty/cac:PartyName/cbc:Name,,,1..1,1..1,CAR-2 CAR-3,,"[ibr-17]-The Payee name (ibt-59) MUST be provided in the Invoice, if the Payee (ibg-1) is different from the Seller (ibg-4).
NOBU:May need to restrict maximum once.",,
1810,ibt-060,Shared,0..1,,0..1,2,Payee identifier,支払先ID,Identifier,An identifier for the Payee.,支払先ID,支払先のID。,,,2100,cbc:ID,udt:IdentifierType,/ubl:Invoice/cac:PayeeParty/cac:PartyIdentification/cbc:ID,,,1..1,1..1,CAR-3,,"[ibr-15]-The Payee identifier (ibt-6) MUST be provided in the Invoice, if the Payee (ibg-1) is different from the Seller (ibg-4).
NOBU: may need rule to restrict maximum once. Schematron fails to report an error when double <cac:PartyIdentification> are defined with and without @schemeID=""SEPA"".",,
1830,ibt-061,Shared,0..1,,0..1,2,Payee legal registration identifier,支払先登録企業ID,Identifier,An identifier issued by an official registrar that identifies the Payee as a legal entity or person.,支払先登録企業ID,公的登録機関が発行した公的識別子としての支払先の国際企業ID。,,,2140,cbc:CompanyID,udt:IdentifierType,/ubl:Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyID,,,1..1,0..1,CAR-3,,"[ibr-16]-The Payee legal identifier (ibt-61) MUST be provided in the Invoice, if the Payee (ibg-1) is different from the Seller (ibg-4).
NOBU:May need to restrict maximum once.",[ibr-cl-11]-Any registration identifier identification scheme MUST be coded using one of the ISO 6523 ICD list.,
1840,ibt-061-1,Shared,0..1,,0..1,3,Scheme identifier,スキーマID,Code,"If used, the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",,,,,2145,@schemeID,xsd:normalizedString,/ubl:Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyID/@schemeID,,,0..1,0..1,,,,,
1850,ibg-11,Aligned,0..1,,0..1,1,SELLER TAX REPRESENTATIVE PARTY,売り手税務代理人,,A group of business terms providing information about the Seller's tax representative.,売り手税務代理人,売り手の税務代理人に係る情報を提供するビジネス用語のグループ。,,,2150,cac:TaxRepresentativeParty,cac:PartyType,/ubl:Invoice/cac:TaxRepresentativeParty,,,0..1,0..1,,"[aligned-ibrp-1]-Seller tax representative tax identifier (ibt-63) MUST occur maximum once, if the Seller has a tax representative (ibg-11).","[ibr-18]-The Seller tax representative name (ibt-62) MUST be provided in the Invoice, if the Seller (ibg-4) has a Seller tax representative party (ibg-11)
[ibr-19]-The Seller tax representative postal address (ibg-12) MUST be provided in the Invoice, if the Seller (ibg-4) has a Seller tax representative party (ibg-11).
[ibr-2]-The Seller tax representative postal address (ibg-12) MUST contain a Tax representative country code (ibt-69), if the Seller (ibg-4) has a Seller tax representative party (ibg-11).
[ibr-56]-The Seller tax representative party (ibg-11) MUST have a Seller tax representative Tax identifier (ibt-63).",,"[aligned-ibrp-1]-Seller tax representative tax identifier (ibt-63) MUST occur maximum once, if the Seller has a tax representative (ibg-11)."
1860,ibt-062,Aligned,1..1,,1..1,2,Seller tax representative name,売り手税務代理人名称,Text,The full name of the Seller's tax representative party.,売り手税務代理人名称,売り手の税務代理人の名称。,,,2170,cbc:Name,udt:NameType,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PartyName/cbc:Name,,,1..1,1..1,CAR-2 CAR-3,,"[ibr-18]-The Seller tax representative name (ibt-62) MUST be provided in the Invoice, if the Seller (ibg-4) has a Seller tax representative party (ibg-11)",,
1870,ibt-063,Aligned,1..1,,1..1,2,Seller tax representative TAX identifier,売り手税務代理人税ID,Identifier,The TAX identifier of the Seller's tax representative party.,売り手税務代理人税ID,売り手の税務代理人の税ID。,日本の場合は、国税庁が発行する税務代理人の適格請求書発行事業者登録番号(T+法人番号)。,,2290,cbc:CompanyID,udt:IdentifierType,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cbc:CompanyID,,,1..1,0..1,CAR-2 CAR-3,"[aligned-ibrp-1]-Seller tax representative tax identifier (ibt-63) MUST occur maximum once, if the Seller has a tax representative (ibg-11).","[ibr-56]-The Seller tax representative party (ibg-11) MUST have a Seller tax representative Tax identifier (ibt-63).
NOBU:may needs to limit maximum once",,"[aligned-ibrp-1]-Seller tax representative tax identifier (ibt-63) MUST occur maximum once, if the Seller has a tax representative (ibg-11)."
