SemSort	ID	Section	PINT Cardinality	Aligned	Aligned Cardinality	Level	BT	BT_ja	DT	Desc	Desc_ja			Example Value (___)	Synt Sort	element	UBLdatatype	UBL syntax binding XPath	selectors	Code list	UBL Occurrence	CardinalityAlignment		Aligned rule	Shared rule	Codelist rule	Pooled rule
															1710	cbc:ID	udt:IdentifierType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID			0..1						
															1720	cac:PartyTaxScheme	cac:PartyTaxSchemeType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cbc:ID!='VAT]	"cac:TaxScheme != ""VAT"""		0..n						
1410	ibt-032	Aligned	0..1		0..1	2	Seller TAX registration identifier	______ID	Identifier	The local identification (defined by the Seller’s address) of the Seller for tax purposes or a reference that enables the Seller to state his registered tax status.	_________________ID_____________________________________________ID_	"In case of Japan, it is supposed that ibt-029, ibt-030, ibt-031 and ibt-034 are used in the following way. ibt-029 is used to set identifier issued by numbering agencies (such as JIPDEC, TDB, TSR), ibt-030 is used to set  identifier issued by government/tax authority, ibt-031 is used to set Japan consumption tax registration number, and ibt-034 is used to set user ID of Peppol eDelivery Network."			1730	cbc:CompanyID	udt:IdentifierType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cbc:ID!='VAT]/cbc:CompanyID			0..1	CAR-3	CAR-3	[aligned-ibrp-sr-13]-Seller tax registration (ibt-32) MUST occur maximum once			"POOLED:
[aligned-ibrp-sr-13]-Seller tax registration(ibt-32) MUST occur maximum once"
															1740	cac:TaxScheme	cac:TaxSchemeType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cbc:ID!='VAT]/cac:TaxScheme			1..1						
															1750	cbc:ID	udt:IdentifierType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cbc:ID!='VAT]/cac:TaxScheme/cbc:ID			0..1						
															1760	cac:PartyLegalEntity	cac:PartyLegalEntityType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity			0..n						
1340	ibt-027	Shared	1..1		1..1	2	Seller name	_____	Text	The full formal name by which the Seller is registered in the national registry of legal entities or as a Taxable person or otherwise trades as a person or persons.	______________________________________________1__________________________			________	1770	cbc:RegistrationName	udt:NameType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName			0..1	CAR-2 CAR-3	CAR-2 CAR-3		"SHARED:
[ibr-6]-An Invoice MUST contain the Seller name (ibt-27).
[ibr-98]-Seller name (ibt-27) MUST occur maximum once."		
1380	ibt-030	Shared	0..1		0..1	2	Seller legal registration identifier	_____ID	Identifier	An identifier issued by an official registrar that identifies the Seller as a legal entity or person.	_________________________ID_			8700110005901 	1780	cbc:CompanyID	udt:IdentifierType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID			0..1				"SHARED:
[ibr-1]-Seller legal registration identifier (ibt-3) MUST occur maximum once.
[ibr-co-26]-In order for the buyer to automatically identify a supplier, the Seller identifier (ibt-29), the Seller legal registration identifier (ibt-3) and/or the Seller Tax identifier (ibt-31) MUST be present."		
1390	ibt-030-1	Shared	0..1		0..1	3	Scheme identifier	____ID	_	"If used, the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency."	_______________ISO/IEC 6523 ____________________________	"For example, 0188 Corporate Number of The Social Security and Tax Number System"	ISO/IEC 6523 _____________________188_	188	1790	@schemeID	xsd:normalizedString	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID/@schemeID		ICD	0..1					"CODELIST:
[ibr-cl-11]-Any registration identifier identification scheme MUST be coded using one of the ISO 6523 ICD list."	
1420	ibt-033	Shared	0..1		0..1	2	Seller additional legal information	_________	Text	Additional legal information relevant for the Seller.	_______________				1800	cbc:CompanyLegalForm	udt:TextType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyLegalForm			0..1				"SHARED:
[ibr-11]-Seller additional legal information (ibt-33) MUST occur maximum once."		
1530	ibg-06	Shared	0..1		0..1	2	SELLER CONTACT	______		A group of business terms providing contact information about the Seller.	_____________________________				1810	cac:Contact	cac:ContactType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact			0..1						
1540	ibt-041	Shared	0..1		0..1	3	Seller contact point	______	Text	A contact point for a legal entity or person.	_______________________________			____2_	1820	cbc:Name	udt:NameType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Name			0..1						
1550	ibt-042	Shared	0..1		0..1	3	Seller contact telephone number	__________	Text	A phone number for the contact point.	____________			03-3xxx-1234	1830	cbc:Telephone	udt:TextType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Telephone			0..1						
1560	ibt-043	Shared	0..1		0..1	3	Seller contact email address	_______________	Text	An e-mail address for the contact point.	_________________			houjineigyou2@__co.jp	1840	cbc:ElectronicMail	udt:TextType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:ElectronicMail			0..1						
1570	ibg-07	Shared	1..1		1..1	1	BUYER	___		A group of business terms providing information about the Buyer.	_________________________				1850	cac:AccountingCustomerParty	cac:CustomerPartyType	/Invoice/cac:AccountingCustomerParty			1..1						
															1860	cac:Party	cac:PartyType	/Invoice/cac:AccountingCustomerParty/cac:Party			0..1						
1650	ibt-049	Shared	1..1		1..1	2	Buyer electronic address	_________	Identifier	Identifies the Buyer’s electronic address to which the invoice is delivered.	__________________________			7700110005900	1870	cbc:EndpointID	udt:IdentifierType	/Invoice/cac:AccountingCustomerParty/cac:Party/cbc:EndpointID			0..1	CAR-2	CAR-2		"SHARED:
[ibr-8]-The Buyer electronic address (ibt-49) MUST be provided.
[ibr-81]-The Seller electronic address (ibt-49) MUST be provided."	"CODELIST:
[ibr-cl-25]-Endpoint identifier scheme identifier MUST belong to the CEF EAS code list"	
1660	ibt-049-1	Shared	1..1		1..1	3	Scheme identifier	____ID	_	The scheme identifier shall be chosen from a list to be maintained by the Connecting Europe Facility.	____ID__Connecting Europe Facility (CEF) ______________________	"Request for Change has been submitted to OpenPEPPOL to add 0147 Standard Company Code, 0170 Teikoku Company Code and 0188 Corporate Number of The Social Security and Tax Number System to EAS list. "	"0147 Standard Company Code (JIPDEC___/_________), 0170 Teikoku Company Code (______________), 0188 Corporate Number of The Social Security and Tax Number System (_____________) _EAS______________________OpenPEPPOL_____"	0188	1880	@schemeID	xsd:normalizedString	/Invoice/cac:AccountingCustomerParty/cac:Party/cbc:EndpointID/@schemeID		eas	0..1	CAR-2	CAR-2		[ibr-63]-The Buyer electronic address (ibt-49) MUST have a Scheme identifier.		
															1890	cac:PartyIdentification	cac:PartyIdentificationType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification			0..n						
1600	ibt-046	Shared	0..1		0..1	2	Buyer identifier	___ID	Identifier	An identifier of the Buyer.	______ID_			789KH512	1900	cbc:ID	udt:IdentifierType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID			1..1	CAR-3	CAR-3				
1610	ibt-046-1	Shared	0..1		0..1	3	Scheme identifier	____ID	_	"If used, the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency."	_______________ISO/IEC6523_______________________________	"For example, 0147 Standard Company Code. Partner identification code which is registered with JIPDEC/ECPC. Issuing agency: JIPDEC, Japan. It consists of company identification number (6 digit) + sub-number (6 digit). Company identification number (6 digit) is issued by JIPDEC, on the other hand, sub-number (6 digit), which is for identifying branch or division inside company, is issued and managed by each company."	____0147 Standard Company Code __JIPDEC ________________________6____6____12_________________6___JIPDEC _________6_________________________________JIPDEC_____________________________		1910	@schemeID	xsd:normalizedString	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID/@schemeID		ICD	0..1						
															1920	cac:PartyName	cac:PartyNameType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName			0..n						
1590	ibt-045	Shared	0..1		0..1	2	Buyer trading name	_____	Text	"A name by which the Buyer is known, other than Buyer name (also known as Business name)."	________________________				1930	cbc:Name	udt:NameType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName/cbc:Name			1..1	CAR-3	CAR-3		"SHARED:
[ibr-112]-Buyer trader name (ibt-45) MUST occur maximum once."		
1670	ibg-08	Shared	1..1		1..1	2	BUYER POSTAL ADDRESS	_____		A group of business terms providing information about the postal address for the Buyer.	_____________________________				1940	cac:PostalAddress	cac:AddressType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress			0..1	CAR-2	CAR-2		"SHARED:
[ibr-1]-An Invoice MUST contain the Buyer postal address (ibg-8).
[ibr-11]-The Buyer postal address (ibg-8) MUST contain a Buyer country code (ibt-55)."		
1680	ibt-050	Shared	0..1		0..1	3	Buyer address line 1	______1	Text	The main address line in an address.	_____________			__	1950	cbc:StreetName	udt:NameType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:StreetName			0..1						
1690	ibt-051	Shared	0..1		0..1	3	Buyer address line 2	______2	Text	An additional address line in an address that can be used to give further details supplementing the main line.	____________________________________			_____76-X	1960	cbc:AdditionalStreetName	udt:NameType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName			0..1						
1710	ibt-052	Shared	0..1		0..1	3	Buyer city	_____ ____	Text	"The common name of the city, town or village, where the Buyer’s address is located."	_________________			___	1970	cbc:CityName	udt:NameType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CityName			0..1						
1720	ibt-053	Shared	0..1		0..1	3	Buyer post code	_______	Text	The identifier for an addressable group of properties according to the relevant postal service.	____________			001-0012	1980	cbc:PostalZone	udt:TextType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:PostalZone			0..1						
1730	ibt-054	Shared	0..1		0..1	3	Buyer country subdivision	_____ ____	Text	The subdivision of a country.	____________		____________	___	1990	cbc:CountrySubentity	udt:TextType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity			0..1						
															2000	cac:AddressLine	cac:AddressLineType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine			0..n						
1700	ibt-163	Shared	0..1		0..1	3	Buyer address line 3	______3	Text	An additional address line in an address that can be used to give further details supplementing the main line.	_______________________________________				2010	cbc:Line	udt:TextType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine/cbc:Line			1..1	CAR-3	CAR-3		[ibr-sr-54]-The Buyer Postal Address Line (ibt-163) MUST occur maximum once.		
															2020	cac:Country	cac:CountryType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country			0..1						
1740	ibt-055	Shared	1..1		1..1	3	Buyer country code	_______	Code	A code that identifies the country.	____________		ISO 3166_____________2_______	JP	2030	cbc:IdentificationCode	udt:CodeType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country/cbc:IdentificationCode		ISO3166	0..1	CAR-2	CAR-2		"SHARED:
[ibr-11]-The Buyer postal address (ibg-8) MUST contain a Buyer country code (ibt-55)."	"CODELIST:
[ibr-cl-14]-Country codes in an invoice MUST be coded using ISO code list 3166-1"	
															2040	cac:PartyTaxScheme	cac:PartyTaxSchemeType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme			0..n						
1640	ibt-048	Aligned	0..1		0..1	2	Buyer TAX identifier	____ID	Identifier	The Buyer’s TAX identifier (also known as Buyer TAX identification number).	_____ID_________________________		T+__________		2050	cbc:CompanyID	udt:IdentifierType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID			0..1				"SHARED:
[ibr-14]-Buyer tax identifier (ibt-48) MUST occur maximum once."		
															2055	@schemeID	xsd:normalizedString	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID/@schemeID			0..1						
															2060	cac:TaxScheme	cac:TaxSchemeType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme			1..1						
															2070	cbc:ID	udt:IdentifierType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID			0..1						
															2080	cac:PartyLegalEntity	cac:PartyLegalEntityType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity			0..n						
1580	ibt-044	Shared	1..1		1..1	2	Buyer name	_____	Text	The full name of the Buyer.	_______			________	2090	cbc:RegistrationName	udt:NameType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName			0..1	CAR-2 CAR-3	CAR-2 CAR-3		"SHARED:
[ibr-7]-An Invoice MUST contain the Buyer name (ibt-44).
[ibr-12]-Buyer name (ibt-44) MUST occur maximum once."		
1620	ibt-047	Shared	0..1		0..1	2	Buyer legal registration identifier	_____ID	Identifier	An identifier issued by an official registrar that identifies the Buyer as a legal entity or person.	________ID_			654321:321:147:1	2100	cbc:CompanyID	udt:IdentifierType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID			0..1				"SHARED:
[ibr-13]-Buyer legal registration identifier (ibt-47) MUST occur maximum once."	"CODELIST:
[ibr-cl-11]-Any registration identifier identification scheme MUST be coded using one of the ISO 6523 ICD list."	
1630	ibt-047-1	Shared	0..1		0..1	3	Scheme identifier	____ID	_	"If used, the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency."	_______________ISO/IEC6523_______________________________	"For example, 0147 Standard Company Code. Partner identification code which is registered with JIPDEC/ECPC. Issuing agency: JIPDEC, Japan. It consists of company identification number (6 digit) + sub-number (6 digit). Company identification number (6 digit) is issued by JIPDEC, on the other hand, sub-number (6 digit), which is for identifying branch or division inside company, is issued and managed by each company."	____0147 Standard Company Code __JIPDEC ________________________6____6____12_________________6___JIPDEC _________6_________________________________JIPDEC_____________________________	0147	2110	@schemeID	xsd:normalizedString	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID/@schemeID		ICD	0..1						
